0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	6.0	8.0	4.0	10.0	7.0	6.0	4.0	16.0	30.0	24.0	23.0	36.0	36.0	37.0	41.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	5.0	4.0	7.0	2.0	7.0	9.0	11.0	8.0	7.0	7.0	5.0	7.0	11.0	20.0	15.0	7.0	11.0	13.0	8.0	11.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	9.0	3.0	2.0	6.0	9.0	7.0	5.0	3.0	7.0	7.0	13.0	6.0	9.0	8.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	4.0	6.0	5.0	4.0	9.0	7.0	11.0	9.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0	3.0	0.0	2.0	1.0	7.0	5.0	3.0
